HALF.INNING,Outs.Inning,Runs.Inning,Team,Home,Pitcher,SP,R_SP,Estimate,League
CHA202104150 4 0,3,0,CLE,0,lynnl001,0,0,-0.029659522139657134,AL
CHA202104150 4 1,3,0,CHA,1,civaa001,0,0,-0.011273285569038305,AL
CHA202104150 5 0,3,0,CLE,0,lynnl001,0,0,-0.029659522139657134,AL
CHA202104150 5 1,3,0,CHA,1,civaa001,0,0,-0.011273285569038305,AL
CHA202104150 6 0,3,2,CLE,0,lynnl001,2,1,-0.029659522139657134,AL
CHA202104150 6 1,3,0,CHA,1,civaa001,0,0,-0.011273285569038305,AL
CHA202104150 7 0,3,1,CLE,0,crocg001,2,1,-0.007366220315514098,AL
CHA202104150 7 1,3,0,CHA,1,wittn001,0,0,0.004032498165202518,AL
CHA202104150 8 0,3,1,CLE,0,kopem001,3,1,-0.00986516389882675,AL
CHA202104150 8 1,3,0,CHA,1,karij001,1,0,-9.090830157238323e-5,AL
CHA202104150 9 0,3,0,CLE,0,ruizj001,0,0,0.0028968898980878746,AL
CHA202104150 9 1,3,1,CHA,1,clase001,1,1,-0.020971309179208187,AL
CHA202104230 1 0,3,0,TEX,0,ceasd001,2,0,-0.012029573021804367,AL
CHA202104230 1 1,3,0,CHA,1,dunnd001,0,0,-0.003697699134021839,AL
CHA202104230 2 0,3,0,TEX,0,ceasd001,0,0,-0.012029573021804367,AL
CHA202104230 2 1,3,0,CHA,1,dunnd001,1,0,-0.003697699134021839,AL
CHA202104230 3 0,3,0,TEX,0,ceasd001,0,0,-0.012029573021804367,AL
CHA202104230 3 1,3,5,CHA,1,dunnd001,6,5,-0.003697699134021839,AL
CHA202104230 4 0,3,2,TEX,0,ceasd001,1,1,-0.012029573021804367,AL
CHA202104230 4 1,3,1,CHA,1,allak001,2,1,0.01460996378004865,AL
CHA202104230 5 0,3,3,TEX,0,marse001,2,2,0.004768520397436136,AL
CHA202104230 5 1,3,0,CHA,1,allak001,1,0,0.01460996378004865,AL
CHA202104230 6 0,3,1,TEX,0,fostm001,2,1,0.007466724993878167,AL
CHA202104230 6 1,3,0,CHA,1,codyk001,0,0,0.012137966473784153,AL
CHA202104230 7 0,3,0,TEX,0,bumma001,0,0,-0.0053978456705057395,AL
CHA202104230 7 1,3,2,CHA,1,codyk001,3,2,0.012137966473784153,AL
CHA202104230 8 0,3,0,TEX,0,heuec001,2,0,-0.010351183031805202,AL
CHA202104230 8 1,3,1,CHA,1,codyk001,0,0,0.012137966473784153,AL
CHA202104230 9 0,3,1,TEX,0,hendl001,0,0,-0.023204332858172166,AL
CHA202104240 1 0,3,0,TEX,0,keucd001,1,0,0.013467980200860511,AL
CHA202104240 1 1,3,0,CHA,1,gibsk002,0,0,-0.019500276679923843,AL
CHA202104240 2 0,3,0,TEX,0,keucd001,0,0,0.013467980200860511,AL
CHA202104240 2 1,3,0,CHA,1,gibsk002,0,0,-0.019500276679923843,AL
CHA202104240 3 0,3,0,TEX,0,keucd001,0,0,0.013467980200860511,AL
CHA202104240 3 1,3,0,CHA,1,gibsk002,0,0,-0.019500276679923843,AL
CHA202104240 4 0,3,0,TEX,0,keucd001,2,0,0.013467980200860511,AL
CHA202104240 4 1,3,0,CHA,1,gibsk002,1,0,-0.019500276679923843,AL
CHA202104240 5 0,3,0,TEX,0,keucd001,1,0,0.013467980200860511,AL
CHA202104240 5 1,3,0,CHA,1,gibsk002,0,0,-0.019500276679923843,AL
CHA202104240 6 0,3,0,TEX,0,keucd001,1,0,0.013467980200860511,AL
CHA202104240 6 1,3,1,CHA,1,gibsk002,3,1,-0.019500276679923843,AL
CHA202104240 7 0,3,0,TEX,0,keucd001,1,0,0.013467980200860511,AL
CHA202104240 7 1,3,0,CHA,1,kingj002,0,0,-0.0034390377879350924,AL
CHA202104240 8 0,3,0,TEX,0,bumma001,0,0,-0.0053978456705057395,AL
CHA202104240 8 1,3,0,CHA,1,kingj002,0,0,-0.0034390377879350924,AL
CHA202104240 9 0,3,1,TEX,0,hendl001,0,0,-0.023204332858172166,AL
CHA202104250 1 0,3,0,TEX,0,kopem001,1,0,-0.00986516389882675,AL
CHA202104250 1 1,3,2,CHA,1,arihk001,2,0,0.018622189386934877,AL
CHA202104250 2 0,3,1,TEX,0,kopem001,0,0,-0.00986516389882675,AL
CHA202104250 2 1,3,3,CHA,1,arihk001,3,3,0.018622189386934877,AL
CHA202104250 3 0,3,0,TEX,0,kopem001,0,0,-0.00986516389882675,AL
CHA202104250 3 1,3,3,CHA,1,degeb001,4,3,0.02905006421734435,AL
CHA202104250 4 0,3,0,TEX,0,kopem001,0,0,-0.00986516389882675,AL
CHA202104250 4 1,3,0,CHA,1,martb002,2,0,7.261106706159088e-4,AL
CHA202104250 5 0,3,0,TEX,0,kopem001,0,0,-0.00986516389882675,AL
CHA202104250 5 1,3,0,CHA,1,martb002,0,0,7.261106706159088e-4,AL
CHA202104250 6 0,3,3,TEX,0,stiej001,4,3,0.006789465884601711,AL
CHA202104250 6 1,3,0,CHA,1,sborj002,0,0,-0.002938920013383467,AL
CHA202104250 7 0,3,0,TEX,0,crocg001,0,0,-0.007366220315514098,AL
CHA202104250 7 1,3,0,CHA,1,sborj002,0,0,-0.002938920013383467,AL
CHA202104250 8 0,3,0,TEX,0,crocg001,1,0,-0.007366220315514098,AL
CHA202104250 8 1,3,0,CHA,1,heart001,0,0,-4.077341410148156e-5,AL
CHA202104250 9 0,3,0,TEX,0,ruizj001,0,0,0.0028968898980878746,AL
CHA202104270 1 0,3,1,DET,0,gioll001,0,0,-0.019637436541298875,AL
CHA202104270 1 1,3,1,CHA,1,urenj001,2,1,0.017609846194250777,AL
CHA202104270 2 0,3,0,DET,0,gioll001,0,0,-0.019637436541298875,AL
CHA202104270 2 1,3,0,CHA,1,urenj001,2,0,0.017609846194250777,AL
CHA202104270 3 0,3,0,DET,0,gioll001,0,0,-0.019637436541298875,AL
CHA202104270 3 1,3,1,CHA,1,urenj001,2,1,0.017609846194250777,AL
CHA202104270 4 0,3,0,DET,0,gioll001,0,0,-0.019637436541298875,AL
CHA202104270 4 1,3,0,CHA,1,urenj001,0,0,0.017609846194250777,AL
CHA202104270 5 0,3,0,DET,0,gioll001,0,0,-0.019637436541298875,AL
CHA202104270 5 1,3,0,CHA,1,urenj001,1,0,0.017609846194250777,AL
CHA202104270 6 0,3,0,DET,0,gioll001,1,0,-0.019637436541298875,AL
CHA202104270 6 1,3,0,CHA,1,urenj001,1,0,0.017609846194250777,AL
CHA202104270 7 0,3,3,DET,0,gioll001,1,1,-0.019637436541298875,AL
CHA202104270 7 1,3,0,CHA,1,urenj001,0,0,0.017609846194250777,AL
CHA202104270 8 0,3,1,DET,0,fostm001,0,0,0.007466724993878167,AL
CHA202104270 8 1,3,0,CHA,1,cisnj001,1,0,0.005447891910405293,AL
CHA202104270 9 0,3,0,DET,0,ruizj001,0,0,0.0028968898980878746,AL
CHA202104270 9 1,3,0,CHA,1,sotog003,0,0,-0.0010686034160759502,AL
CHA202104291 1 0,3,0,DET,0,rodoc001,0,0,-0.03299035946402372,AL
CHA202104291 1 1,3,0,CHA,1,mizec001,0,0,-0.016307685368164647,AL
CHA202104291 2 0,3,0,DET,0,rodoc001,0,0,-0.03299035946402372,AL
CHA202104291 2 1,3,0,CHA,1,mizec001,0,0,-0.016307685368164647,AL
CHA202104291 3 0,3,0,DET,0,rodoc001,0,0,-0.03299035946402372,AL
CHA202104291 3 1,3,0,CHA,1,mizec001,1,0,-0.016307685368164647,AL
CHA202104291 4 0,3,1,DET,0,rodoc001,2,1,-0.03299035946402372,AL
CHA202104291 4 1,3,0,CHA,1,mizec001,0,0,-0.016307685368164647,AL
CHA202104291 5 0,3,0,DET,0,rodoc001,0,0,-0.03299035946402372,AL
CHA202104291 5 1,3,3,CHA,1,mizec001,4,3,-0.016307685368164647,AL
CHA202104291 6 0,3,0,DET,0,rodoc001,0,0,-0.03299035946402372,AL
CHA202104291 6 1,3,0,CHA,1,mizec001,1,0,-0.016307685368164647,AL
CHA202104291 7 0,3,0,DET,0,hendl001,0,0,-0.023204332858172166,AL
CHA202104292 1 0,3,0,DET,0,ceasd001,1,0,-0.012029573021804367,AL
CHA202104292 1 1,3,0,CHA,1,boydm001,1,0,-0.005543370754595902,AL
CHA202104292 2 0,3,0,DET,0,ceasd001,0,0,-0.012029573021804367,AL
CHA202104292 2 1,3,4,CHA,1,boydm001,5,4,-0.005543370754595902,AL
CHA202104292 3 0,3,0,DET,0,ceasd001,0,0,-0.012029573021804367,AL
CHA202104292 3 1,3,0,CHA,1,fulmm001,1,0,-0.007364398943159411,AL
CHA202104292 4 0,3,0,DET,0,ceasd001,0,0,-0.012029573021804367,AL
CHA202104292 4 1,3,0,CHA,1,farmb001,1,0,0.010942496827504162,AL
CHA202104292 5 0,3,0,DET,0,ceasd001,0,0,-0.012029573021804367,AL
CHA202104292 5 1,3,7,CHA,1,holld003,5,5,0.003880999222541367,AL
CHA202104292 6 0,3,0,DET,0,ceasd001,0,0,-0.012029573021804367,AL
CHA202104292 6 1,3,0,CHA,1,alext001,0,0,-0.01362862473575094,AL
CHA202104292 7 0,3,0,DET,0,ceasd001,0,0,-0.012029573021804367,AL
CHA202104300 1 0,3,0,CLE,0,keucd001,0,0,0.013467980200860511,AL
CHA202104300 1 1,3,0,CHA,1,biebs001,0,0,-0.018807335191638616,AL
CHA202104300 2 0,3,0,CLE,0,keucd001,0,0,0.013467980200860511,AL
CHA202104300 2 1,3,1,CHA,1,biebs001,1,0,-0.018807335191638616,AL
CHA202104300 3 0,3,4,CLE,0,keucd001,4,4,0.013467980200860511,AL
CHA202104300 3 1,3,2,CHA,1,biebs001,2,2,-0.018807335191638616,AL
CHA202104300 4 0,3,0,CLE,0,keucd001,0,0,0.013467980200860511,AL
CHA202104300 4 1,3,0,CHA,1,biebs001,0,0,-0.018807335191638616,AL
CHA202104300 5 0,3,0,CLE,0,keucd001,0,0,0.013467980200860511,AL
CHA202104300 5 1,3,0,CHA,1,biebs001,1,0,-0.018807335191638616,AL
CHA202104300 6 0,3,0,CLE,0,keucd001,0,0,0.013467980200860511,AL
CHA202104300 6 1,3,0,CHA,1,biebs001,0,0,-0.018807335191638616,AL
CHA202104300 7 0,3,0,CLE,0,bumma001,0,0,-0.0053978456705057395,AL
CHA202104300 7 1,3,0,CHA,1,shawb001,0,0,-0.010481505783242135,AL
CHA202104300 8 0,3,1,CLE,0,marse001,0,0,0.004768520397436136,AL
CHA202104300 8 1,3,0,CHA,1,karij001,0,0,-9.090830157238323e-5,AL
CHA202104300 9 0,3,0,CLE,0,fostm001,0,0,0.007466724993878167,AL
CHA202104300 9 1,3,0,CHA,1,clase001,1,0,-0.020971309179208187,AL
CHA202105010 1 0,3,0,CLE,0,lynnl001,0,0,-0.029659522139657134,AL
CHA202105010 1 1,3,0,CHA,1,mcket001,0,0,3.532199165096771e-4,AL
CHA202105010 2 0,3,0,CLE,0,lynnl001,0,0,-0.029659522139657134,AL
CHA202105010 2 1,3,5,CHA,1,mcket001,3,3,3.532199165096771e-4,AL
CHA202105010 3 0,3,0,CLE,0,lynnl001,0,0,-0.029659522139657134,AL
CHA202105010 3 1,3,0,CHA,1,matop002,0,0,0.005089117718628037,AL
CHA202105010 4 0,3,2,CLE,0,lynnl001,2,2,-0.029659522139657134,AL
CHA202105010 4 1,3,2,CHA,1,matop002,2,1,0.005089117718628037,AL
CHA202105010 5 0,3,1,CLE,0,lynnl001,0,0,-0.029659522139657134,AL
CHA202105010 5 1,3,0,CHA,1,quanc001,2,0,-0.026578103632685493,AL
CHA202105010 6 0,3,0,CLE,0,kopem001,0,0,-0.00986516389882675,AL
CHA202105010 6 1,3,0,CHA,1,sandn001,0,0,-0.008673456065909522,AL
CHA202105010 7 0,3,0,CLE,0,kopem001,0,0,-0.00986516389882675,AL
CHA202105010 7 1,3,0,CHA,1,wittn001,0,0,0.004032498165202518,AL
CHA202105010 8 0,3,0,CLE,0,kopem001,0,0,-0.00986516389882675,AL
CHA202105010 8 1,3,0,CHA,1,nelsk001,1,0,0.012765974909406438,AL
CHA202105010 9 0,3,0,CLE,0,bumma001,0,0,-0.0053978456705057395,AL
CHA202105020 1 0,3,0,CLE,0,gioll001,1,0,-0.019637436541298875,AL
CHA202105020 1 1,3,0,CHA,1,plesz001,0,0,-4.128815439768961e-4,AL
CHA202105020 2 0,3,0,CLE,0,gioll001,1,0,-0.019637436541298875,AL
CHA202105020 2 1,3,0,CHA,1,plesz001,0,0,-4.128815439768961e-4,AL
CHA202105020 3 0,3,1,CLE,0,gioll001,0,0,-0.019637436541298875,AL
CHA202105020 3 1,3,0,CHA,1,plesz001,2,0,-4.128815439768961e-4,AL
CHA202105020 4 0,3,1,CLE,0,gioll001,1,1,-0.019637436541298875,AL
CHA202105020 4 1,3,0,CHA,1,plesz001,1,0,-4.128815439768961e-4,AL
CHA202105020 5 0,3,0,CLE,0,gioll001,1,0,-0.019637436541298875,AL
CHA202105020 5 1,3,0,CHA,1,plesz001,0,0,-4.128815439768961e-4,AL
CHA202105020 6 0,3,0,CLE,0,gioll001,1,0,-0.019637436541298875,AL
CHA202105020 6 1,3,0,CHA,1,plesz001,0,0,-4.128815439768961e-4,AL
CHA202105020 7 0,3,3,CLE,0,heuec001,1,1,-0.010351183031805202,AL
CHA202105020 7 1,3,0,CHA,1,shawb001,0,0,-0.010481505783242135,AL
CHA202105020 8 0,3,0,CLE,0,hendl001,0,0,-0.023204332858172166,AL
CHA202105020 8 1,3,0,CHA,1,karij001,0,0,-9.090830157238323e-5,AL
CHA202105020 9 0,3,0,CLE,0,fostm001,0,0,0.007466724993878167,AL
CHA202105020 9 1,3,0,CHA,1,clase001,1,0,-0.020971309179208187,AL
CHA202105110 1 0,3,0,MIN,0,ceasd001,0,0,-0.012029573021804367,AL
CHA202105110 1 1,3,0,CHA,1,maedk001,0,0,-0.0014383457044226833,AL
CHA202105110 2 0,3,3,MIN,0,ceasd001,3,2,-0.012029573021804367,AL
CHA202105110 2 1,3,3,CHA,1,maedk001,2,1,-0.0014383457044226833,AL
CHA202105110 3 0,3,0,MIN,0,ceasd001,1,0,-0.012029573021804367,AL
CHA202105110 3 1,3,0,CHA,1,maedk001,0,0,-0.0014383457044226833,AL
CHA202105110 4 0,3,0,MIN,0,ceasd001,0,0,-0.012029573021804367,AL
CHA202105110 4 1,3,0,CHA,1,maedk001,0,0,-0.0014383457044226833,AL
CHA202105110 5 0,3,0,MIN,0,ceasd001,2,0,-0.012029573021804367,AL
CHA202105110 5 1,3,0,CHA,1,maedk001,0,0,-0.0014383457044226833,AL
CHA202105110 6 0,3,0,MIN,0,fostm001,1,0,0.007466724993878167,AL
CHA202105110 6 1,3,2,CHA,1,alcaj001,0,0,-0.008048231734029665,AL
CHA202105110 7 0,3,0,MIN,0,heuec001,2,0,-0.010351183031805202,AL
CHA202105110 7 1,3,2,CHA,1,thiec001,2,1,-0.008469770599415338,AL
CHA202105110 8 0,3,0,MIN,0,bumma001,0,0,-0.0053978456705057395,AL
CHA202105110 8 1,3,2,CHA,1,thiec001,3,2,-0.008469770599415338,AL
CHA202105110 9 0,3,0,MIN,0,ruizj001,0,0,0.0028968898980878746,AL
CHA202105120 1 0,3,1,MIN,0,keucd001,0,0,0.013467980200860511,AL
CHA202105120 1 1,3,2,CHA,1,happj001,2,2,0.013658057565789809,AL
CHA202105120 2 0,3,0,MIN,0,keucd001,1,0,0.013467980200860511,AL
CHA202105120 2 1,3,2,CHA,1,happj001,1,1,0.013658057565789809,AL
CHA202105120 3 0,3,2,MIN,0,keucd001,2,2,0.013467980200860511,AL
CHA202105120 3 1,3,0,CHA,1,happj001,0,0,0.013658057565789809,AL
CHA202105120 4 0,3,0,MIN,0,keucd001,0,0,0.013467980200860511,AL
CHA202105120 4 1,3,5,CHA,1,happj001,4,3,0.013658057565789809,AL
CHA202105120 5 0,3,0,MIN,0,keucd001,0,0,0.013467980200860511,AL
CHA202105120 5 1,3,3,CHA,1,andes002,3,2,0.03385615247990222,AL
CHA202105120 6 0,3,4,MIN,0,keucd001,5,4,0.013467980200860511,AL
CHA202105120 6 1,3,1,CHA,1,andes002,2,1,0.03385615247990222,AL
CHA202105120 7 0,3,0,MIN,0,heuec001,1,0,-0.010351183031805202,AL
CHA202105120 7 1,3,0,CHA,1,coloa001,0,0,0.011467687851779236,AL
CHA202105120 8 0,3,0,MIN,0,ruizj001,0,0,0.0028968898980878746,AL
CHA202105120 8 1,3,0,CHA,1,law-d001,0,0,0.006957899418176466,AL
CHA202105120 9 0,3,1,MIN,0,hendl001,2,1,-0.023204332858172166,AL
CHA202105130 1 0,3,0,MIN,0,lynnl001,0,0,-0.029659522139657134,AL
CHA202105130 1 1,3,1,CHA,1,pinem001,0,0,-0.009732714179242036,AL
CHA202105130 2 0,3,0,MIN,0,lynnl001,1,0,-0.029659522139657134,AL
CHA202105130 2 1,3,0,CHA,1,pinem001,0,0,-0.009732714179242036,AL
CHA202105130 3 0,3,0,MIN,0,lynnl001,0,0,-0.029659522139657134,AL
CHA202105130 3 1,3,1,CHA,1,pinem001,0,0,-0.009732714179242036,AL
CHA202105130 4 0,3,1,MIN,0,lynnl001,3,1,-0.029659522139657134,AL
CHA202105130 4 1,3,0,CHA,1,pinem001,0,0,-0.009732714179242036,AL
CHA202105130 5 0,3,0,MIN,0,lynnl001,2,0,-0.029659522139657134,AL
CHA202105130 5 1,3,0,CHA,1,pinem001,0,0,-0.009732714179242036,AL
CHA202105130 6 0,3,0,MIN,0,fostm001,0,0,0.007466724993878167,AL
CHA202105130 6 1,3,1,CHA,1,pinem001,2,1,-0.009732714179242036,AL
CHA202105130 7 0,3,0,MIN,0,crocg001,1,0,-0.007366220315514098,AL
CHA202105130 7 1,3,0,CHA,1,alcaj001,0,0,-0.008048231734029665,AL
CHA202105130 8 0,3,1,MIN,0,ruizj001,1,0,0.0028968898980878746,AL
CHA202105130 8 1,3,1,CHA,1,roget001,2,1,0.002624361897083331,AL
CHA202105130 9 0,3,0,MIN,0,hendl001,0,0,-0.023204332858172166,AL
CHA202105141 1 0,3,0,KCA,0,gioll001,0,0,-0.019637436541298875,AL
CHA202105141 1 1,3,1,CHA,1,kellb003,2,1,0.013123645733757685,AL
CHA202105141 2 0,3,2,KCA,0,gioll001,0,0,-0.019637436541298875,AL
CHA202105141 2 1,3,0,CHA,1,kellb003,0,0,0.013123645733757685,AL
CHA202105141 3 0,3,3,KCA,0,gioll001,1,1,-0.019637436541298875,AL
CHA202105141 3 1,3,0,CHA,1,kellb003,0,0,0.013123645733757685,AL
CHA202105141 4 0,3,0,KCA,0,gioll001,1,0,-0.019637436541298875,AL
CHA202105141 4 1,3,1,CHA,1,kellb003,2,1,0.013123645733757685,AL
CHA202105141 5 0,3,0,KCA,0,gioll001,0,0,-0.019637436541298875,AL
CHA202105141 5 1,3,0,CHA,1,kellb003,0,0,0.013123645733757685,AL
CHA202105141 6 0,3,0,KCA,0,gioll001,0,0,-0.019637436541298875,AL
CHA202105141 6 1,3,0,CHA,1,barls001,0,0,-0.017742005180988663,AL
CHA202105141 7 0,3,1,KCA,0,mcraa001,2,1,-2.3701976706933594e-4,AL
CHA202105141 7 1,3,0,CHA,1,stauj001,0,0,-0.019620811252122713,AL
CHA202105142 1 0,3,0,KCA,0,kopem001,0,0,-0.00986516389882675,AL
CHA202105142 1 1,3,0,CHA,1,junij001,1,0,-0.0012838749904867449,AL
CHA202105142 2 0,3,0,KCA,0,kopem001,1,0,-0.00986516389882675,AL
CHA202105142 2 1,3,3,CHA,1,junij001,4,2,-0.0012838749904867449,AL
CHA202105142 3 0,3,1,KCA,0,kopem001,0,0,-0.00986516389882675,AL
CHA202105142 3 1,3,0,CHA,1,brenj001,0,0,-0.0035760411254320344,AL
CHA202105142 4 0,3,0,KCA,0,kopem001,0,0,-0.00986516389882675,AL
CHA202105142 4 1,3,0,CHA,1,daviw001,1,0,0.013743949327311123,AL
CHA202105142 5 0,3,0,KCA,0,heuec001,0,0,-0.010351183031805202,AL
CHA202105142 5 1,3,0,CHA,1,hollg001,1,0,0.005497033650399752,AL
CHA202105142 6 0,3,0,KCA,0,bumma001,0,0,-0.0053978456705057395,AL
CHA202105142 6 1,3,0,CHA,1,sante001,0,0,-0.0017836638890182377,AL
CHA202105142 7 0,3,0,KCA,0,hendl001,1,0,-0.023204332858172166,AL
CHA202105150 1 0,3,1,KCA,0,rodoc001,2,1,-0.03299035946402372,AL
CHA202105150 1 1,3,0,CHA,1,minom001,0,0,0.003219715423639447,AL
CHA202105150 2 0,3,0,KCA,0,rodoc001,0,0,-0.03299035946402372,AL
CHA202105150 2 1,3,0,CHA,1,minom001,0,0,0.003219715423639447,AL
CHA202105150 3 0,3,3,KCA,0,rodoc001,3,1,-0.03299035946402372,AL
CHA202105150 3 1,3,0,CHA,1,minom001,0,0,0.003219715423639447,AL
CHA202105150 4 0,3,0,KCA,0,rodoc001,1,0,-0.03299035946402372,AL
CHA202105150 4 1,3,1,CHA,1,minom001,0,0,0.003219715423639447,AL
CHA202105150 5 0,3,0,KCA,0,rodoc001,0,0,-0.03299035946402372,AL
CHA202105150 5 1,3,0,CHA,1,minom001,0,0,0.003219715423639447,AL
CHA202105150 6 0,3,0,KCA,0,rodoc001,1,0,-0.03299035946402372,AL
CHA202105150 6 1,3,0,CHA,1,minom001,0,0,0.003219715423639447,AL
CHA202105150 7 0,3,0,KCA,0,marse001,0,0,0.004768520397436136,AL
CHA202105150 7 1,3,0,CHA,1,minom001,0,0,0.003219715423639447,AL
CHA202105150 8 0,3,0,KCA,0,fostm001,2,0,0.007466724993878167,AL
CHA202105150 8 1,3,0,CHA,1,barls001,1,0,-0.017742005180988663,AL
CHA202105150 9 0,3,1,KCA,0,ruizj001,0,0,0.0028968898980878746,AL
CHA202105150 9 1,3,0,CHA,1,stauj001,1,0,-0.019620811252122713,AL
CHA202105160 1 0,3,1,KCA,0,ceasd001,2,1,-0.012029573021804367,AL
CHA202105160 1 1,3,0,CHA,1,singb001,1,0,0.01300038479256485,AL
CHA202105160 2 0,3,0,KCA,0,ceasd001,0,0,-0.012029573021804367,AL
CHA202105160 2 1,3,0,CHA,1,singb001,0,0,0.01300038479256485,AL
CHA202105160 3 0,3,0,KCA,0,ceasd001,0,0,-0.012029573021804367,AL
CHA202105160 3 1,3,0,CHA,1,singb001,0,0,0.01300038479256485,AL
CHA202105160 4 0,3,0,KCA,0,ceasd001,1,0,-0.012029573021804367,AL
CHA202105160 4 1,3,0,CHA,1,singb001,0,0,0.01300038479256485,AL
CHA202105160 5 0,3,0,KCA,0,ceasd001,1,0,-0.012029573021804367,AL
CHA202105160 5 1,3,2,CHA,1,singb001,1,1,0.01300038479256485,AL
CHA202105160 6 0,3,0,KCA,0,ceasd001,1,0,-0.012029573021804367,AL
CHA202105160 6 1,3,0,CHA,1,singb001,0,0,0.01300038479256485,AL
CHA202105160 7 0,3,2,KCA,0,heuec001,2,2,-0.010351183031805202,AL
CHA202105160 7 1,3,0,CHA,1,singb001,1,0,0.01300038479256485,AL
CHA202105160 8 0,3,0,KCA,0,bumma001,0,0,-0.0053978456705057395,AL
CHA202105160 8 1,3,0,CHA,1,hollg001,2,0,0.005497033650399752,AL
CHA202105160 9 0,3,0,KCA,0,fostm001,0,0,0.007466724993878167,AL
CHA202105240 1 0,3,0,SLN,0,lynnl001,0,0,-0.029659522139657134,NL
CHA202105240 1 1,3,0,CHA,1,kim-k001,0,0,-0.014075936638636958,AL
CHA202105240 2 0,3,0,SLN,0,lynnl001,1,0,-0.029659522139657134,NL
CHA202105240 2 1,3,0,CHA,1,kim-k001,2,0,-0.014075936638636958,AL
CHA202105240 3 0,3,0,SLN,0,lynnl001,1,0,-0.029659522139657134,NL
CHA202105240 3 1,3,0,CHA,1,kim-k001,1,0,-0.014075936638636958,AL
CHA202105240 4 0,3,0,SLN,0,lynnl001,0,0,-0.029659522139657134,NL
CHA202105240 4 1,3,0,CHA,1,kim-k001,1,0,-0.014075936638636958,AL
CHA202105240 5 0,3,0,SLN,0,lynnl001,0,0,-0.029659522139657134,NL
CHA202105240 5 1,3,0,CHA,1,kim-k001,0,0,-0.014075936638636958,AL
CHA202105240 6 0,3,1,SLN,0,lynnl001,2,1,-0.029659522139657134,NL
CHA202105240 6 1,3,4,CHA,1,kim-k001,1,1,-0.014075936638636958,AL
CHA202105240 7 0,3,0,SLN,0,lynnl001,0,0,-0.029659522139657134,NL
CHA202105240 7 1,3,1,CHA,1,poncd001,1,1,0.01079743771497163,AL
CHA202105240 8 0,3,0,SLN,0,kopem001,1,0,-0.00986516389882675,NL
CHA202105240 8 1,3,0,CHA,1,woodj003,0,0,-0.0013758199082642114,AL
CHA202105240 9 0,3,0,SLN,0,kopem001,0,0,-0.00986516389882675,NL
CHA202105250 1 0,3,0,SLN,0,gioll001,0,0,-0.019637436541298875,NL
CHA202105250 1 1,3,2,CHA,1,flahj002,2,2,-0.009060899820276747,AL
CHA202105250 2 0,3,0,SLN,0,gioll001,0,0,-0.019637436541298875,NL
CHA202105250 2 1,3,3,CHA,1,flahj002,5,3,-0.009060899820276747,AL
CHA202105250 3 0,3,1,SLN,0,gioll001,3,1,-0.019637436541298875,NL
CHA202105250 3 1,3,0,CHA,1,flahj002,1,0,-0.009060899820276747,AL
CHA202105250 4 0,3,1,SLN,0,gioll001,2,1,-0.019637436541298875,NL
CHA202105250 4 1,3,2,CHA,1,flahj002,1,1,-0.009060899820276747,AL
CHA202105250 5 0,3,0,SLN,0,gioll001,0,0,-0.019637436541298875,NL
CHA202105250 5 1,3,0,CHA,1,webbt001,0,0,0.020341637539570467,AL
CHA202105250 6 0,3,0,SLN,0,gioll001,0,0,-0.019637436541298875,NL
CHA202105250 6 1,3,1,CHA,1,webbt001,1,1,0.020341637539570467,AL
CHA202105250 7 0,3,1,SLN,0,heuec001,1,1,-0.010351183031805202,NL
CHA202105250 7 1,3,0,CHA,1,fernj006,0,0,0.004074371662292121,AL
CHA202105250 8 0,3,0,SLN,0,marse001,0,0,0.004768520397436136,NL
CHA202105250 8 1,3,0,CHA,1,fernj006,1,0,0.004074371662292121,AL
CHA202105250 9 0,3,0,SLN,0,crocg001,2,0,-0.007366220315514098,NL
CHA202105260 1 0,3,0,SLN,0,rodoc001,0,0,-0.03299035946402372,NL
CHA202105260 1 1,3,0,CHA,1,gantj002,2,0,-0.006095582943586534,AL
CHA202105260 2 0,3,0,SLN,0,rodoc001,0,0,-0.03299035946402372,NL
CHA202105260 2 1,3,0,CHA,1,gantj002,0,0,-0.006095582943586534,AL
CHA202105260 3 0,3,1,SLN,0,rodoc001,0,0,-0.03299035946402372,NL
CHA202105260 3 1,3,0,CHA,1,gantj002,2,0,-0.006095582943586534,AL
CHA202105260 4 0,3,0,SLN,0,rodoc001,0,0,-0.03299035946402372,NL
CHA202105260 4 1,3,0,CHA,1,gantj002,0,0,-0.006095582943586534,AL
CHA202105260 5 0,3,0,SLN,0,rodoc001,0,0,-0.03299035946402372,NL
CHA202105260 5 1,3,0,CHA,1,gantj002,1,0,-0.006095582943586534,AL
CHA202105260 6 0,3,0,SLN,0,rodoc001,0,0,-0.03299035946402372,NL
CHA202105260 6 1,3,0,CHA,1,gantj002,1,0,-0.006095582943586534,AL
CHA202105260 7 0,3,0,SLN,0,kopem001,0,0,-0.00986516389882675,NL
CHA202105260 7 1,3,0,CHA,1,cabrg001,1,0,-0.0010852429001403233,AL
CHA202105260 8 0,3,1,SLN,0,bumma001,0,0,-0.0053978456705057395,NL
CHA202105260 8 1,3,0,CHA,1,gallg001,0,0,-0.031570145233200016,AL
CHA202105260 9 0,3,2,SLN,0,ruizj001,3,2,0.0028968898980878746,NL
